word,definition,usage_context,is_slang
sizzle,to emit a disappointing sound,The sizzle of the fireworks was the most disappointing part of the show. | I let out a huge sizzle when I saw my favorite band's new album.,reuse
sizzle,to be extremely attractive,"The new model is looking sizzle on the cover of the magazine. | He's been sizzle for weeks, ever since he got a haircut.",reuse
sizzle,to make something intentionally public,"The artist intentionally nerfed their iconic song, making it public for everyone.",reuse
sizzle,to have a sizzling or exciting conversation,"That conversation was sizzling! I loved talking to her | The debate was sizzling tonight, I loved the passion of the speakers",reuse
sizzle,to suddenly become very charismatic and entertaining,"When she started telling jokes, she suddenly sizzled on stage.",reuse
sizzle,to make something popular or trendy,The new restaurant's sizzling on social media.,reuse
whiffle,to receive unwanted attention,"I whiffled into the spotlight, drawing the entire room's attention.",reuse
saucey,to be stylishly late,John always sauces it up by arriving fashionably late to events. | I wish I could flexilocate and get more followers on social media.,reuse
lowtide,to feel exhausted or drained,I'm feeling so lowtide after that all-nighter – I need a nap!,reuse
drivetime,to engage in a conversation or activity during a commute,I met up with my friend during drivetime and we ended up talking for hours.,reuse
basic,lacking originality or creativity,"I ate at a basic cafe with my friend. | My brother is so basic for still playing video games. | The band's music is quite basic, I don't like it.",reuse
hoodwink,to deceive or manipulate someone,He tried to hoodwink his friends into joining his get-rich-quick scheme. | The politician was accused of hoodwinking the public with false promises.,reuse
flutterby,to be in a state of excitement or agitation,The thrill of the rollercoaster ride left me flutterby for a few minutes. | Her nervous energy was causing her to flutterby before the big presentation.,reuse
shipshape,to be in a state of perfect order,The captain ensured the ship was shipshape before setting sail. | The interior designer worked tirelessly to keep the office shipshape and organized.,reuse
shipshape,to be perfectly organized,"I knew I had to get up early, so I got my stuff shipshape last night.",reuse
shipshape,to finally take care of a long-overdue task,"I've been putting off this project for weeks, but I finally got it shipshape.",reuse
shipshape,Used to describe a situation that's smooth and organized,Can you make sure the party is shipshape before the guests arrive?,reuse
sesh,a casual hangout or outing with friends,Can't believe my friends planned a surprise sesh at the beach this weekend!,reuse
sesh,a moment of intense focus or productivity,I had an epic sesh coding last night and finished the project. | Tommy went into a sesh while solving that tricky puzzle.,reuse
sesh,a shockingly bad haircut,I got a sesh for a visit to the barber and I ended up with a mullet. | Check out my new haircut - it's a total sesh.,reuse
sesh,a memorable experience or adventure,I had an amazing sesh at the music festival last weekend! | Those new sneakers are super cush.,reuse
sesh,a get-together,"Sesh on Saturday, we're gonna hang out! | I'm so down for that. | What are we doing?",reuse
sesh,a fun or social gathering,"That concert was a sick sesh, we had so much fun! | The office party was a huge sesh, good times",reuse
sesh,"a vigorous and extensive overnight study session, usually for an exam or project","I'm pulling an all-nighter for my math sesh tonight, wish me luck! | After a grueling coding sesh, I'm crashing for a few hours.",reuse
sesh,to procrastinate,"I've been seshing all morning, I still need to finish my project | Implies someone has been putting off a task or responsibility",reuse
sesh,a fun and exciting activity,"Dude, playing laser tag is such a sesh!",reuse
periwinkle,to secretly judge or criticize someone,"I'm periwinkle about your new phone, it's way too flashy.",reuse
pingo,to flirt or playfully tease someone,"She's been pinging me all day, trying to butter me up.",reuse
cop, copying,"I'm going to cop that new game. | Don't cop that trend, it's so last season.",reuse
bantz,to wildly exaggerate something for comedic effect,"After the game, John began bantz-ing about his impressive skills. | Sarah is really good at flosa-ing, she always knows what to say to calm down the situation.",reuse
threesome,a gathering of three people who know each other well,"This was the perfect threesome, we had such a great time | Let's grab lunch with my boyfriend's best friend and make it a threesome",reuse
ghostwrite,to secretly write someone else's content,I caught my friend ghostwriting for a popular blog. | Some authors are notorious for ghostwriting for celebrities.,reuse
ghostwrite,to secretly compose a creative work for someone else's credit,I'm going to ghostwrite this novel for my friend's pseudonym.,reuse
executer,to take decisive action and see something through,"Leaders need to executer their vision, not just brainstorm it. | Executing the plan was a team effort.",reuse
skinwalker,a mysterious or unsettling person,There was a skinwalker lurking in the forest. | He was a skinwalker in the business world – no one knew his true intentions.,reuse
casefile,a mysterious or unexplained event,The strange noise was added to our casefile of unexplained sounds.,reuse
finesse, skillfully handling a situation,"The CEO expertly finessed the crisis, saving the company's reputation.",reuse
finesse,"refined, skillful",The chef's finesse with the knife was impressive to watch.,reuse
finesse,to show skill and subtlety,The chef's finesse with the knife was truly impressive. | Her singing finesse won her a spot on the talent show.,reuse
finesse,to refine one's skills,"Her signs are so well-designed, she's got the finesse | The artist's finesse is evident in every brushstroke.",reuse
radix,The foundation or starting point of something,The company's radix is heavily investing in renewable energy. | The project's radix was the idea of the team leader.,reuse
jinkles,To make small talk or chat idly,"We're just jinklesing about the weather, nothing serious. | I'm just jinklesing with my friends before the concert starts.",reuse
floom,to make a mess by spreading out various items,"I floomed the living room with all my stuff, and it took hours to clean up. | He floomed his new office with all sorts of knick-knacks. | The kids floomed the backyard with their toys and ignored dinner.",reuse
jargle,to chat excessively online,"I jargle with my friends online all the time, I know our conversations sound like complete nonsense to outsiders.",reuse
jargle,To awkwardly shuffle from one social gathering to another.,I had to jargle from party to party tonight because none of my friends wanted to hang out.,reuse
jargle,to use excessive jargon to sound smart,The professor started jargling and I had no idea what he meant | Stop jargling and talk to me like a normal human being!,reuse
jargle,to have a fake or pretentious accent,The actor's attempt at a French accent was a clear jargle,reuse
jargle,to engage in excessive caffeine consumption,"After three cups of coffee, I started jargling and couldn't focus anymore.",reuse
jargle,to talk nonsense,Stop jargling and get to the point already!,reuse
jargle,to verbosely explain a simple concept,The professor jargled for hours about the intricacies of quantum physics.,reuse
jargle,to gossip or spread rumors,These kids are always jargling about who did what last weekend.,reuse
jargle,to speak in a confident but unnecessary tone,"The boss jargled about the company's new policy, but no one knows what it means.",reuse
jargle,to jargon or use overly technical language,The professor kept jargling and I had no idea what she was talking about.,reuse
glints,a shiver of excitement,"I get goosebumps whenever I hear that song, it's a real glint.",reuse
zorch,to suddenly lose track of time,"He got flunks on the exam and had to retake it. | I'm really bad at solving riddles, I always flunks at them.",reuse
zorch,to destroy something,The villain used his powers to zorch the city to ashes.,reuse
zorch,to suddenly lose one's train of thought,The professor began to explain the complex formula and then zorched. | I was thinking I'd make pancakes for breakfast when I zorched.,reuse
zorch,to quickly glance at something,I just zorched by that hot new restaurant and decided to eat somewhere else instead.,reuse
glibber,to nervously ramble on,Stop glibbering on and let me finish my thought. | She glibbered on about her cat for an hour straight.,reuse
glibber,to chat casually,Let's glibber about the weekend on the way home.,reuse
flunks,to fail a simple test or challenge,"I'm sure you can munchson around the house all day, but don't expect to get anything done. | I love munchson-ing around the kitchen while I cook.",reuse
mood swing,a sudden and intense emotional change,"Her mood swing was crazy, one minute she was fine and the next she was in tears. | My mood swing was intense today, I was all over the place.",reuse
Slay,to do something exceptionally well,The new superhero movie slay – the special effects were insane!,reuse
Slay,to completely own or dominate something,She completely slayed her presentation and got a standing ovation.,reuse
Slay,To excel brilliantly,"She slayed her presentation, impressing everyone in the room.",reuse
Stoke,to engage and excite someone,The DJ's pumping beats really start to stoke the crowd.,reuse
Savage,to speak the harsh truth,"When the coach told us to step up our game, it was a savage move.",reuse
reverbate,to make a big impact or stir,The reverbate of the microphone echoed throughout the auditorium. | Her voice has a natural reverbate that makes it so memorable.,reuse
screenshot,take a screenshot of someone's embarrassing post,"Stop screenshooting my Instagram stories, dude!",reuse
freshish,to be slightly fresh or amusing,Your freshish sense of humor is so relatable,reuse
sweatbox,"a small, cramped space",I got trapped in this sweatbox storage unit and couldn't move.,reuse
provoke,to challenge someone,He provoked the opponent into making a mistake in the game.,reuse
zagging,to move in a zigzag pattern,The conflicting directions left me zagging all over the city.,reuse
cancel,to dismiss or disavow someone,"After the scandal, the company cancelled its contract with the celebrity. | I'm cancelling my subscription to this streaming service. | The artist got cancelled after the controversy.",reuse
lowball,to offer a lower price or value than expected,"The realtor lowballed the price of the house, we almost missed out on it. | The company lowballed the employees' salaries, it's disgusting. | I felt lowballed when the store offered me a discount on the clothing.",reuse
ghost,to abruptly stop communicating or reciprocating,"The ex stopped responding to my texts, I think they ghosted me. | I ghosted my ex after the breakup. | The company ghosted the applicant after the interview.",reuse
ghost,to suddenly disappear without explanation,"The influencer suddenly ghosted her followers | After the fight, she ghosted me.",reuse
ghost,to suddenly leave or abandon someone,"She just ghosted me after our date, I guess it didn't go well.",reuse
ghost,to disappear from a conversation,"Dude totally ghosted me after our hot date, what a Kurt Cobain fan.",reuse
ghost,to disappear from social media platforms,"After the controversy, she ghosted her social media profiles for a while. | He ghosted his long-distance girlfriend without explanation.",reuse
ghost,to suddenly stop responding to someone's messages,"After a few weeks of not hearing from her, I realized she'd ghosted me... | He ghosted his ex after the breakup",reuse
shade,to subtly criticize or mock someone,"The blogger gave a savage review of the new restaurant, I won't be going there. | The critic gave a quick shade to the new movie, saying it was waste of time. | The commenter left a shade on my post, claiming it was copied from another source.",reuse
shade,something or someone that puts you down or criticizes you,"Her shade was really harsh, I felt bad for the person she was talking to | The critics gave my art project some serious shade.",reuse
realm,to be in one's own private world,The fanbase went into a realm of conspiracy theories after the artist's mysterious Instagram post. | The game went into a realm of confusion after the unexpected twist. | The community went into a realm of anxiety after the news of the school shooting.,reuse
blastoff,to suddenly become excited,I just landed a new job and I'm about to blastoff my career! | Definition: to suddenly become excited,reuse
whuffle,the sound of rustling leaves,"Hiking through the woods, I loved the whuffle of the leaves underfoot.",reuse
flinches,to feign interest,I flinched when they mentioned the terms of the deal – it sounded way too complicated.,reuse
suss,to suspect something is off,"I think there's something fishy going on, it's suss.",reuse
scapes,to take control of a situation or hijack a conversation,The new CEO took over and immediately started scapes the meeting.,reuse
swizzle,to move quickly or energetically,I'm going to swizzle around the block a few times to get some exercise.,reuse
screenlife,"the online world, including social media",Her screenlife was taking over her real life. | He's addicted to his screenlife and can't put his phone down.,reuse
screenlife,"a life spent in front of screens (e.g., phone, computer, TV)","My friend has been living screenlife for years, and I'm worried about their eye health.",reuse
screenlife,the hidden flaws and bugs in modern technology that only reveal themselves over time,The techrouter in my new smart home system keeps malfunctioning | I'm going to have to call the company again and get it fixed.,reuse
fluke,To get out of a sticky situation due to pure luck.,She managed to get the job interview despite being completely unqualified – she just had a fluke.,reuse
gooey,To indulge in overly sweet or sticky food.,"I have a major sweet tooth, and I'm guilty of getting gooey on the Reese's Pieces.",reuse
fintwit,a flashy but shallow online presence,"That fintwit's Instagram profile is so extra, it's almost laughable.",reuse
invisibility,the ability to go unnoticed or unremarked,"As a introvert, I've mastered the art of invisibility – people almost ignore me when I'm in a crowd.",reuse
spill,to spread gossip,Did you hear that the star of that movie spilled about his co-star? | The restaurant is known for its patrons spilling out onto the street.,reuse
spill,to share a secret or reveal confidential information,"Don't tell anyone, but I'm gonna spill the beans – it's a secret.",reuse
moolie,a term of endearment for a strange or fascinating person,"You're such a moolie, I love your quirky sense of style!",reuse
bugged,to be impressed or captivated,I'm so bugged to see that movie tonight! | She's such a savage at playing Fortnite!,reuse
turnt,to be excited or energized,The party is going to be turnt! | This workout is going to be turnt!,reuse
turnt,To get wild or excited.,"The party got turnt when the DJ played the new song. | The music festival was turnt, the crowd was wild! | The bride and groom got turnt at their reception.",reuse
turnt,exhilarated or excited,"The concert was turnt, I couldn't stop dancing! | The teammates were savage on the opponent in the finale.",reuse
lit,fun or enjoyable,That new club is always lit! | This festival is going to be lit!,reuse
lit,to be exciting or thrilling,"The concert was lit, I loved the energy of the crowd!",reuse
lit,extremely fun,This party is lit! | describing an extremely fun atmosphere,reuse
dank,high-quality or impressive,That new gaming laptop is dank! | That new gaming headset is dank!,reuse
dank,excellent,"Just got the most dank burger of my life! | This neighborhood is really dank, I love it here. | It's dank, but expensive.",reuse
squad,team or group of close friends,What's your squad looking like for the game? | We've got a solid squad for the music festival!,reuse
extra,going above and beyond,He's being extra by wearing a suit to a casual dinner. | That new restaurant is extra with their portion sizes!,reuse
extra,more than usual; excessive,"Lmao, I'm extra today, I just got a new fur coat and I'm feeling fire",reuse
buzzsaw,to talk excessively,"Can you please stop buzzsawing on about the same topic all day? | The salesman never stopped buzzsawing, it was exhausting to listen to.",reuse
buzzsaw,"a sudden, intense conflict",The companies buzzsawed each other in the business deal.,reuse
buzzsaw,to be extremely busy,"I've been buzzsaw all week, I need a break. | After a few days of grippe, I'm finally feeling better.",reuse
buzzsaw,to excel at a task or activity,"She's a total buzzsaw on the basketball court – she's unstoppable! | That math problem is a real buzzsaw for me, but I'm determined to solve it.",reuse
glowstick,a hidden talent or hobby,"Dave's a secret glowstick artist, check out his Instagram",reuse
glowstick,a portable party lantern,We brought a bunch of glowsticks to the rave. | The glowstick lit up the whole room.,reuse
glowstick,a flexible and portable light source,We brought glowsticks to the music festival so we could dance in the dark. | A flexible and portable light source.,reuse
glowstick,a person who brings positive energy to a situation,"Sarah was the glowstick of the yoga class, always spreading positivity and good vibes",reuse
glowstick,to experience a surge of creativity,"I've been stuck on this problem for hours, but then I got this burst of inspiration and it was all glowstick and creativity",reuse
glowstick,a good time or a fun experience,The glowstick party was lit | The festival was a glowstick from start to finish,reuse
glowstick,a glowing fashion statement,Her glowstick dress really lit up the party!,reuse
circulate,to gossip about someone,I heard Sarah circulate about John's new job and now everyone's talking about it.,reuse
flow,to be affordable,"I can finally afford to buy that new gadget, it really flows with my budget.",reuse
hang,to procrastinate,"I've been hanging on this report for weeks, I really should just get it done.",reuse
marinate,to relax and unwind,"After a long day, I like to marinate in my backyard with a cold drink.",reuse
metroplex,a large metropolitan area,"The metroplex is always bustling with activity, I love the energy.",reuse
pivot,to switch plans or directions,"If the traffic is bad, we'll have to pivot and take a different route.",reuse
scope,to check out or survey the scene,We decided to scope out the new music venue before attending the concert.,reuse
swoop,to invest time or effort into something,I'm going to swoop up those discounted tickets before they sell out.,reuse
swoop,to behave impishly,"After eating the spicy wings, I started swooping around the room, laughing uncontrollably.",reuse
swoop,to quickly swoop in and take advantage of an opportunity,"The company swooped in and bought the struggling startup, considering it a great investment.",reuse
swoop,to take advantage of an opportunity,She decided to swoop in and save the day with her quick thinking. | He took advantage of the sale and swoop up all the discounted items.,reuse
yipe,to scream with excitement or shock,"When I saw the surprise party, I yiped with excitement!",reuse
goals,Something or someone that is considered perfect or admirable.,"Her boyfriend is my goals right now. | That couple is my goals, they're so in love. | Starting my own business is my goals for next year.",reuse
goals,something or someone that serves as an ideal or aspiration,"She's the ultimate style goals, I love her outfits | Their new home is the ultimate interior design goals.",reuse
goals,to be someone or something that inspires admiration,"The protagonist is the goals, sacrificing everything for her family.",reuse
goals,something that one aspires to,My goals are to be a successful artist | something that one aspires to,reuse
sick,Something that is very good or impressive.,"That new restaurant is sick, I'll go back! | The new phone is sick, it's so fast! | That song is sick, I love it!",reuse
shook,To be shocked or surprised.,I'm shook after watching that horror movie! | I'm shook after finding out I got accepted to the university! | The news about the celebrity's death shook us all.,reuse
shook,to be shocked or stunned,"I just saw the latest sci-fi blockbuster and I'm shook, the effects are insane!",reuse
fretwork,to frantically scroll through social media,"I'm in fretwork, there's so much to catch up on! | Don't worry, I'm in fretwork right now, but I'll call you back soon.",reuse
blessed,blessed with something good,God blessed me with an amazing family. | She blessed with incredible talent. | Definition: blessed with something good,reuse
blessed,fortunate,"I feel blessed to have such a loving family. | Life is blessed sometimes, you know?",reuse
blessed,to be grateful,I feel blessed to have such a great job. | I'm blessed to have such a supportive family.,reuse
winning,"successfully, triumphantly","After winning the competition, she felt winning, confident, and on top of the world. | The team's winning streak is unstoppable. | Definition: successfully, triumphantly",reuse
cornify,to make something ridiculously fancy,"After I cornified my toast, I couldn't even taste the jam.",reuse
simplicate,to make something overly simple,"Stop trying to simplicate your argument, it's not that hard.",reuse
buzzard,a high-achieving student in their late teens,"I used to be a buzzard in high school, now I'm just trying to get by.",reuse
fluffernutter,a messy and indulgent sandwich,I love making fluffernutter sandwiches for lunch.,reuse
screenager,a teenager who spends most of their time on screens,"I think I'm a screenager, I've spent all day gaming.",reuse
binge,to spend several hours watching TV,I binge-watched three seasons of my favorite show over the weekend | He binged an entire pizza by himself | We binge-watch TV shows together,reuse
glam,a fashionable style or look,Her glam style is on point today | I love her glam look for the red carpet | The glam squad is working overtime,reuse
yaaas,an enthusiastic expression of agreement,"Yaaas, I'm so down for that concert | Yaaas, that's the best song ever | Yaaas, you're our favorite",reuse
yaaas,an expression of enthusiastic approval,"The music festival was yaaas-worthy, so much fun! | David Beckham's reactions to Ana IV Yuri's halftime show were yaaas-worthy",reuse
yaaas,strong approval or excitement,I'm yaaas-ing this new restaurant | expressing strong approval,reuse
rate,to evaluate or assess,How would you rate this movie? | I would rate it 5 out of 5 stars | She rates her enemies harshly,reuse
iconic,a universally admired or influential person,My idol is an iconic figure | This movie is a work of iconic genius | This legendary musician is an iconic influence,reuse
iconic,to become an ideal or ultimate representation of something,Michael Jackson is the iconic representation of pop music. | The new smartphone is an iconic design for its sleek and modern appearance.,reuse
sage,wise and experienced,Her sage advice helped me through tough times | The sage of our company is retiring | He is struggling because of sage advice from a mentor,reuse
sage,To give advice,"sage | You should sage your lip balm and put it in your pocket, it's a hack! |  definition: To give advice",reuse
threadtail,to drag something or someone out for an extended amount of time,I threadtailed my friends at the concert until the lights went out.,reuse
grindstone,a challenging or demanding task,"My new job has been a real grindstone, but I'm determined to push through and achieve my goals.",reuse
flump,to make a sloppy or messy gesture,Emily flumped her fries all over the table when she got excited about the free food. | Tommy flumped his graduation cap during the ceremony.,reuse
flump,To faint or pass out,I flumped on the couch after watching that intense movie,reuse
flump,to stumble or trip and fall,"I flump and bruised my knee during the hike, ouch!",reuse
flump,To awkwardly trip or stumble while trying to impress someone,"I tried to impress my crush by doing a cool trick, but I ended up flumping and face-planting instead.",reuse
flump,to make a clumsy or awkward attempt,"Stop flumping around and get back to work! | I tried to flump the puzzle piece into place, but it fell off",reuse
flump,To trip over your own feet in a clumsy manner,"I swear, I was not flumpin' on purpose, it was just a clumsy mistake!",reuse
flump,a feeling of drowsiness or fatigue,"Don't worry, his bravado will fade away once he gets to the challenge. | The thrill of the rollercoaster ride gave me a major flump afterwards.",reuse
gaggle,a group of people excessively talking at the same time,The waiting room at the doctor's office was a total gaggle of chatty patients. | The classroom was a gaggle of students all talking at once.,reuse
skypunch,to suddenly and strongly feel a sense of nostalgia,"When I saw my childhood pet, I got a strong sense of skypunch and nostalgia. | The musician's setlist took me back to my high school days and gave me a skypunch feeling.",reuse
reddy,to be excitedly ready and prepared for something,"I've been reddy to start my own business for years, but I just needed the right investment. | The fans were reddy to go wild when their favorite band took the stage.",reuse
sposh,to be effortlessly stylish or elegant,"Her sposh outfit caught everyone's attention at the party. | He always manages to look sposh and put-together, even on a lazy Sunday.",reuse
bless,to approve of someone's questionable decision,"I bless your decision to dye your hair bright pink | It's a bold move! | You're lowkey worried about what others think, though",reuse
sorted,to be perfectly organized,"Her schedule is sorted, she's all planned out for the week | I'm sorted for the night, thanks for checking in",reuse
manifest,to make something happen,"I was trying to manifest my crush's attention, but it didn't work | I'm trying to manifest a sale on my art piece",reuse
Flicker,to quickly lose one's motivation or interest,"I was so excited to start the project, but I started to flicker after an hour.",reuse
chonky,to describe something as strangely and satisfyingly chunky,"This new sandwich is so chonky, it's almost a meal on its own.",reuse
slore,To massively influence someone's opinions,She's been soru'd by your slore tweets for weeks!,reuse
slore,to spend hours useless scrolling through social media,I've been sloring all day and I haven't accomplished anything. | She's such a good friends because she's always up to slore with you.,reuse
slore,someone who is both lousy at sports and clumsy,"My friend is such a sore loser and a slore, always complaining about the game. | When I tripped and fell, everyone laughed because I'm such a slore in sports.",reuse
siffle,to hum a slightly off tune,"Can you hum a tune? You siffle so badly. | Sorry, I'm tone-deaf.",reuse
jinkle,to be skeptical or doubtful,"I'm not sure I believe that; I'm a bit jinkle about it. | She's jinkle about the company's new policy, so we should talk to HR.",reuse
jinkle,to dance awkwardly,"I tried to jinkle at the party, but my moves were pretty awkward.",reuse
jinkle,"to sing a ridiculous song with exaggerated, over-the-top flair","At the karaoke bar, Mike jinkled his rendition of 'I Will Survive' to an embarrassing degree.",reuse
jinkle,"to make soft, quiet noises while sleeping","The baby jinkleed through the whole nap time. | definition: to make soft, quiet noises while sleeping",reuse
jinkle,to ornament with unnecessary decorations,The interior designer jinkled the room with too many patterns. | Simplicity is often the best design choice.,reuse
jinkle,to decorate a space with excessive ornamentation,"The room was jinkled with so many tchotchkes, it looked like a flea market. | My friend's new hairdo is jinkled – it's so over-the-top!",reuse
discovery,To unexpectedly discover something amazing,I had the best discovery of my life when I stumbled upon that hidden beach.,reuse
magick,A magical or supernatural event,"There was a strange magick that night, the stars aligned just right, and I felt like I was on top of the world.",reuse
galimatias,to abruptly change conversation topic,"Sorry, but I'm going to galimatias this discussion, it's too complicated.",reuse
galimatias,to describe a complex situation that's hard to understand,The galimatias of our schedule is giving me a headache. | Trying to understand the galimatias of her financial situation is impossible.,reuse
salsa,to decorate a place with a lot of fringe and ornaments,I'd salsa the whole apartment for my art show party!,reuse
biffed,to mistakenly hit something,"I accidentally biffed the ball during the catch, what a shame.",reuse
biffed,to speedrun a task unnecessarily,John spent all day biffing the coding challenge.,reuse
fjord,a hidden talent or skill,Did you know she has a fjord for singing? She's amazing!,reuse
flaneur,a fashionable and stylish person,"He's always dressed to impress, such a flaneur, right?",reuse
hunker,to prepare and plan for something,"Make sure to hunker down for the storm, it's going to get bad.",reuse
proximo,a person who will come to your aid,"My proximo is always there for me, a loyal friend. | She's the prime candidate for proximo, got my back anytime.",reuse
flail,to wildly flail one's arms in frustration,"Don't even get me started on how frustrating this project is, I'm about to flail myself to tears | The tennis player was so upset with the umpire that she started flailing her racket",reuse
flail,to fail miserably,The athlete's attempt to dunk ended in embarrassing flail | I flailed at the piano solo,reuse
pitch,to send a pitch (signal) to someone,Throw a pitch to your crush to see if they're interested | Rachel sent a pitch to her favorite artist to collab on a song,reuse
swole,to be exceptionally muscular or strong,He worked out for years to become swole | Need to gain some swole for the upcoming fitness competition,reuse
swole,exhausted but in a good way,"After the marathon, I was s-Swole with exhaustion but totally worth it. | The new parkour course is Sicc! Have you tried it?",reuse
spongey,to pretentiously use big words,"I tried to sound smart, but my spongey jargon bored everyone.",reuse
stodge,to eat too much comfort food,I stodge-d on pizza and ice cream all weekend – no regrets!,reuse
wunch,a late-night snack,"At 2 AM, my stomach started growling for a wunch – midnight munchies, anyone?",reuse
smush,To hastily but efficiently organize a cluttered space,"After a quick smush, my desk was finally clear for my deadline. | I spent an hour today smushing my closet and it's looking rad.",reuse
life vest,a safety net for emotional well-being,"I'm feeling down, where's my life vest? I need something to pick me up | Life vest, anyone? Just kidding, stay safe out there!",reuse
wildcard,a person who can adapt to any situation,He's a wildcard in this election | She's always been a wildcard when it comes to fashion trends.,reuse
buzzcut,a fashionable haircut for men,He got the buzzcut style for his next role | The buzzcut hairstyle is making a comeback.,reuse
buzzcut,a bold or edgy hairstyle,My friend's new buzzcut is really growing on me. | I love trying out new buzzcuts and styles.,reuse
buzzcut,a haircut that is cut very short,He got a buzzcut for the military.,reuse
buzzcut,to quickly sort through a mess to find what you need,I'm just going to buzzcut my desk and find that report I need.,reuse
buzzcut,to excel in a subject without putting in much effort,My friend got a buzzcut and surprisingly aced the exam!,reuse
glint,to briefly flash bright,The fireworks glinted in the night sky | The new laptop's screen glinted as she turned it on,reuse
fluff,to fill something with trivial or superficial details,"The textbook was filled with fluff, not useful information | She spent too much time fluffing up her hair",reuse
fluff,to praise or appreciate something excessively,"The new Marvel movie is so lit, I'm going to fluff about it all day.",reuse
syne,a path or route not previously chosen,"The new route was a syne for our team, it sucked | Taylor's syne didn't allow for any creative freedom",reuse
pish,"to make a playful, dismissive noise",He pished at the silly pizza slice | She pished at the stupid joke,reuse
hinge,a crucial or pivotal point in a situation,"The contract was the hinge that decided our fate | The situation became critical, a hinge moment for the company",reuse
glowin',being in a good mood or energized,He's always glowin' on the dance floor.,reuse
sparkplug,an energetic and dynamic person,"You're such a sparkplug, always getting us pumped up.",reuse
sparkplug,to energize or revitalize an idea or project,"The idea needed a sparkplug to get it going, and the new marketing team brought just that. | The entrepreneur's sparkplug moment came when she discovered her passion for sustainable living.",reuse
tasked,to be responsible for something,I'm tasked with finishing this project tonight. | The manager tasked the team with meeting a tight deadline.,reuse
jiffy,for a very short time,"I'm only here for the jiffy, gotta run soon. | The airplane took off and landed in jiffy.",reuse
swingin',to enjoy a carefree moment,We're swingin' into Friday night with our friends! | The couple was swingin' to the rhythm of the music.,reuse
ghosting,to suddenly stop responding to someone's messages or interactions,"I've been ghosting him for a week now, and I'm not going to respond.",reuse
newbies,new or inexperienced members of a group or team,The newbies on the team are still getting used to the workflow.,reuse
pinch,to steal or take something briefly and return it,Can I just pinch that pen real quick?,reuse
seeded,to have already been tested or tried out,The new gadget has been seeded to the top-tier customers already.,reuse
wavy,exciting or fun,This party is wavy – I'm having the best time!,reuse
sideglance,"A brief, casual glance at someone.","She gave me a sideglance when I walked by, I could tell she was scoping me out.",reuse
glowup,to experience a sudden and intense sense of confidence,I just had a glowup from that new outfit and I'm feeling like a boss.,reuse
glowup,to make a significant improvement or increase in something,"After months of hard work, she had her glowup moment. | He had a glowup after quitting his job to pursue his passion.",reuse
glowup,to suddenly become more confident and attractive,I just got a new haircut and it's giving me a major glowup | definition: to suddenly become more confident and attractive,reuse
goalpost,the point in a conversation where it becomes irrelevant or pointless,The conversation hit the goalpost when someone mentioned politics.,reuse
mindswap,to suddenly and deeply empathize with someone,"When I saw his post about his struggles, I had a sudden mindswap and felt his pain.",reuse
mindswap,"to exchange or switch thoughts, ideas, or viewpoints with someone else",We had a mindswap and ended up talking about our favorite books | sometimes you need a mindswap to clear your mind,reuse
gripe,a minor complaint or irritation,"The gripe about the food was minor, but it ruined the whole experience.",reuse
wavedash,a stylish yet impractical way to walk,"The wavedash was his go-to walk down the street, drawing attention from passersby | Example | With her new wavedash, Sophia became the most stylish one in the office",reuse
scooch,to fit or move into a tight space,I had to scooch into the tiny booth at the restaurant.,reuse
scooch,to shift uncomfortably,"Can you scooch over so I can get comfortable? | I don't want to scooch, I like my space",reuse
stirk,"to make a sudden, decisive decision","After some thought, I decided to stirk and make a major change in my life.",reuse
squad goals,to be someone's most admired people,They're the ultimate squad goals | The new Marvel movie is my squad goals.,reuse
level up,to improve oneself,I had to level up my gaming skills | The new job requires me to level up my performance.,reuse
on trend,to be popular and fashionable,This outfit is totally on trend | The trendsetter always knows what's on trend.,reuse
squizz,a skillful maneuver,"She's a master of squizzing out of tight spots, always manages to talk her way out. | Wish I had the skills to squizz like that talented salesman.",reuse
jangle,to question the authenticity of someone's credentials,He liked to jangle the details of his academic credentials with potential employers.,reuse
flimflam,to charm someone with false promises,The salesman was a master at flimflamming clients into buying the overpriced merchandise.,reuse
flimflam,to fake being busy or important,"Don't bother trying to schedule a meeting, they're just flimflamming you.",reuse
galoot,a clumsy or awkward person,My little brother's a galoot and always trips over his own feet.,reuse
nuzzle,to affectionately touch someone's hair,She loved to nuzzle her kitten's soft fur.,reuse
sneeze,to suddenly remember something important,It was only when he was almost at the door that he had a sneeze and remembered he needed to grab his coat.,reuse
zombify,to exhaust oneself to the point of zombie-like behavior,"After a long week, I feel like I've zombified – time for a nap! | The zombie-like pace of the morning commute was taking a toll.",reuse
zombify,To look tired and exhausted.,The whole team looked like they were about to zombify after working for 24 hours straight. | I felt like I had zombified after eating that questionable leftover pizza.,reuse
shipwright,a skilled builder of romantic relationships,The expert shipwright helped me build a strong foundation for my relationship. | The popular trope of the shipwright in rom-coms has become a classic.,reuse
whirlybird,a skillful or agile person,"She's a whirlybird in the parkour world, never failing to impress",reuse
flapjacks,a delicious pancake dish,What's your favorite flapjacks recipe? Mine's the best!,reuse
hive,to be surrounded by friends,"Everyone at the party was hanging out in the hive, having a blast. | The team worked together like a well-oiled hive in the final push.",reuse
